destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,is_accepted
2,0,0,80.0,7,2,0,1,21,1,0,4,1,62500,0,1,3,3,1,0,0,1,1
2,0,0,55.0,7,0,1,1,21,1,0,4,1,62500,0,1,3,3,1,0,0,0,1
2,0,0,55.0,7,1,0,1,21,1,0,4,1,62500,0,1,3,3,1,1,0,0,0
0,0,0,55.0,14,0,1,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,1
0,1,0,80.0,10,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,1
0,1,0,80.0,10,3,1,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,0
0,1,0,80.0,10,2,0,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,1
0,1,0,80.0,14,1,1,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,1
0,1,0,80.0,14,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,1
0,1,0,80.0,14,1,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,0
0,1,0,80.0,14,0,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,1
0,1,0,80.0,18,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,0
0,1,0,80.0,18,0,0,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,1
0,1,0,55.0,14,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,1
0,1,0,55.0,14,2,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,1
0,0,0,55.0,10,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,1
1,0,0,55.0,18,3,1,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,1,0
1,0,0,55.0,18,4,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,0
1,0,0,80.0,18,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,0
2,0,0,80.0,7,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,1,1,0,0
2,0,0,55.0,7,3,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,1,0,0
2,0,0,80.0,7,4,1,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,0
2,0,0,80.0,7,2,0,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,1,1
2,0,0,55.0,7,0,1,1,46,1,0,2,2,12500,0,3,2,2,0,0,0,0,0
2,0,0,55.0,7,1,0,1,46,1,0,2,2,12500,0,3,2,2,0,1,0,0,0
0,0,0,55.0,14,0,1,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,0,1
0,1,0,80.0,10,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,0,1
0,1,0,80.0,10,2,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,1,0,80.0,14,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,1,0,80.0,14,1,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,1,0,80.0,18,0,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,1,0,55.0,14,2,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,2,0,80.0,10,0,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,2,0,80.0,10,2,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,2,0,80.0,10,3,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,2,0,80.0,14,0,1,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,0,1
0,2,0,55.0,14,0,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
0,2,0,55.0,18,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,0
1,0,0,55.0,18,3,1,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,1,1
1,0,0,55.0,18,4,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,0
1,0,0,80.0,18,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,0,1
2,0,0,55.0,7,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,1,0,0
2,0,0,55.0,7,3,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,1,0,1
2,0,0,80.0,7,4,1,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,1
2,0,0,80.0,7,2,0,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,1,0
2,0,0,55.0,7,0,1,1,46,2,1,4,3,75000,1,2,2,2,1,0,0,0,1
2,0,0,55.0,7,1,0,1,46,2,1,4,3,75000,1,2,2,2,1,1,0,0,0
0,0,0,55.0,14,0,1,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,0
0,1,0,80.0,10,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
0,1,0,80.0,10,3,1,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
0,1,0,80.0,10,2,0,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,1,0,80.0,14,1,1,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
0,1,0,80.0,14,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,1,0,80.0,14,1,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,1,0,80.0,14,0,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,1,0,80.0,18,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
0,1,0,80.0,18,0,0,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,1,0,55.0,14,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
0,1,0,55.0,14,2,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,0,0,55.0,10,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
1,0,0,55.0,18,3,1,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,1,1
1,0,0,55.0,18,4,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
1,0,0,80.0,18,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
2,0,0,55.0,7,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,1,1,0,1
2,0,0,55.0,7,3,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,1,0,0
2,0,0,80.0,7,4,1,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
2,0,0,80.0,7,2,0,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,1,1
2,0,0,55.0,7,0,1,1,21,1,0,3,2,12500,2,1,2,1,2,0,0,0,1
2,0,0,55.0,7,1,0,1,21,1,0,3,2,12500,2,1,2,1,2,1,0,0,1
0,0,0,80.0,14,0,1,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,1
0,1,0,80.0,10,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,1
0,1,0,80.0,10,3,1,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,1
0,1,0,80.0,10,2,0,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,0
0,1,0,80.0,14,1,1,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,1
0,1,0,80.0,14,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,0
0,1,0,80.0,14,1,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,1
0,1,0,80.0,14,0,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,1
0,1,0,80.0,18,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,0
0,1,0,80.0,18,0,0,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,0
0,1,0,55.0,14,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,0
0,1,0,55.0,14,2,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,1
0,0,0,55.0,10,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,0
1,0,0,55.0,18,3,1,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,1,1
1,0,0,55.0,18,4,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,0
1,0,0,80.0,18,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,0
2,0,0,55.0,7,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,1,1,0,1
2,0,0,55.0,7,3,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,1,0,1
2,0,0,80.0,7,4,1,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,0
2,0,0,80.0,7,2,0,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,1,1
2,0,0,55.0,7,0,1,1,26,0,0,4,2,50000,2,4,3,2,1,0,0,0,1
2,0,0,55.0,7,1,0,1,26,0,0,4,2,50000,2,4,3,2,1,1,0,0,1
0,0,0,55.0,14,0,1,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,0,1
0,1,0,80.0,10,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,0,1
0,1,0,80.0,10,2,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,1,0,80.0,14,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,1,0,80.0,14,1,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,1,0,80.0,18,0,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,1,0,55.0,14,2,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,2,0,80.0,10,0,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,2,0,80.0,10,2,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,2,0,80.0,10,3,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,0
0,2,0,80.0,14,0,1,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,0,1
0,2,0,55.0,14,0,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,1
0,2,0,55.0,18,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,0
1,0,0,55.0,18,3,1,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,1,0
1,0,0,55.0,18,4,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,0
1,0,0,80.0,18,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,0,0
2,0,0,55.0,7,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,1,0,0
2,0,0,55.0,7,3,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,1,0,0
2,0,0,80.0,7,4,1,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,0
2,0,0,80.0,7,2,0,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,1,0
2,0,0,55.0,7,0,1,0,26,2,1,2,0,62500,0,1,4,3,0,0,0,0,1
2,0,0,55.0,7,1,0,0,26,2,1,2,0,62500,0,1,4,3,0,1,0,0,0
0,0,0,55.0,14,0,1,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,1
0,1,0,80.0,10,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,0
0,1,0,80.0,10,3,1,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,1
0,1,0,80.0,10,2,0,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,0
0,1,0,80.0,14,1,1,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,1
0,1,0,80.0,14,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,0
0,1,0,80.0,14,1,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,1
0,1,0,80.0,14,0,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,1
0,1,0,80.0,18,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,0
0,1,0,80.0,18,0,0,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,0
0,1,0,55.0,14,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,0
0,1,0,55.0,14,2,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,1
0,0,0,55.0,10,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,0
1,0,0,55.0,18,3,1,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,1,1
1,0,0,55.0,18,4,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,1
1,0,0,80.0,18,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,0
2,0,0,55.0,7,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,1,1,0,0
2,0,0,55.0,7,3,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,1,0,1
2,0,0,80.0,7,4,1,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,1
2,0,0,80.0,7,2,0,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,1,0
2,0,0,55.0,7,0,1,1,26,1,0,2,4,37500,4,4,4,4,4,0,0,0,1
2,0,0,55.0,7,1,0,1,26,1,0,2,4,37500,4,4,4,4,4,1,0,0,0
0,0,0,55.0,14,0,1,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,1,0,80.0,10,1,0,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,1,0,80.0,10,3,1,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,0
0,1,0,80.0,10,2,0,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
0,1,0,80.0,14,1,1,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,1,0,80.0,14,1,0,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
0,1,0,80.0,14,1,1,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
0,1,0,80.0,14,0,1,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
0,1,0,80.0,18,1,0,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,1,0,80.0,18,0,0,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
0,1,0,55.0,14,1,0,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,1,0,55.0,14,2,1,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
1,0,0,80.0,18,1,0,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
2,0,0,55.0,7,3,1,0,26,1,1,3,5,25000,0,2,3,2,1,1,1,0,1
2,0,0,80.0,7,4,1,0,26,1,1,3,5,25000,0,2,3,2,1,1,0,0,1
2,0,0,80.0,7,2,0,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,1,1
2,0,0,55.0,7,0,1,0,26,1,1,3,5,25000,0,2,3,2,1,0,0,0,1
0,0,0,55.0,14,0,1,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,1
0,1,0,80.0,10,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
0,1,0,80.0,10,3,1,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
0,1,0,80.0,10,2,0,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,1
0,1,0,80.0,14,1,1,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
0,1,0,80.0,14,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,0
0,1,0,80.0,14,1,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,0
0,1,0,80.0,14,0,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,1
0,1,0,80.0,18,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
0,1,0,80.0,18,0,0,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,1
0,1,0,55.0,14,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
0,1,0,55.0,14,2,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,1
0,0,0,55.0,10,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
1,0,0,55.0,18,3,1,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,1,1
1,0,0,55.0,18,4,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,0
1,0,0,80.0,18,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,0
2,0,0,55.0,7,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,1,1,0,0
2,0,0,80.0,7,3,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,1,0,0
2,0,0,80.0,7,4,1,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,1
2,0,0,80.0,7,2,0,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,1,1
2,0,0,55.0,7,0,1,1,21,1,0,2,6,100000,1,0,4,2,1,0,0,0,1
2,0,0,55.0,7,1,0,1,21,1,0,2,6,100000,1,0,4,2,1,1,0,0,0
0,0,0,55.0,14,0,1,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,1
0,1,0,80.0,10,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,1
0,1,0,80.0,10,2,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,1,0,80.0,14,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,1,0,80.0,14,1,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,1,0,80.0,18,0,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,1,0,55.0,14,2,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,3,0,80.0,10,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,1
0,3,0,80.0,10,4,1,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,1
0,3,0,80.0,10,3,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,0
0,3,0,80.0,10,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
0,3,0,80.0,18,0,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,1
0,3,0,80.0,18,3,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
1,0,0,55.0,18,3,1,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,1,1
1,0,0,55.0,18,4,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,1
1,0,0,80.0,18,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,0
2,0,0,55.0,7,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,1,0,1
2,0,0,55.0,7,3,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,1,0,1
2,0,0,80.0,7,4,1,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,0
2,0,0,80.0,7,2,0,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,1,0
2,0,0,55.0,7,0,1,0,21,0,0,4,7,87500,2,2,2,2,2,0,0,0,0
2,0,0,55.0,7,1,0,0,21,0,0,4,7,87500,2,2,2,2,2,1,0,0,0
0,0,0,55.0,14,0,1,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,1
0,1,0,80.0,10,1,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,1
0,1,0,80.0,10,3,1,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,1
0,1,0,80.0,10,2,0,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,1,0,80.0,14,1,1,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,1
0,1,0,80.0,14,1,0,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,1,0,80.0,14,1,1,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,1,0,80.0,14,0,1,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,1,0,80.0,18,1,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,0
0,1,0,80.0,18,0,0,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,1,0,55.0,14,1,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,0
0,1,0,55.0,14,2,1,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
0,0,0,55.0,10,1,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,1
1,0,0,55.0,18,3,1,0,21,1,0,1,0,0,2,0,3,2,1,0,0,1,1
1,0,0,55.0,18,4,1,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,0
1,0,0,80.0,18,1,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,0
2,0,0,55.0,7,1,0,0,21,1,0,1,0,0,2,0,3,2,1,1,1,0,1
2,0,0,55.0,7,3,1,0,21,1,0,1,0,0,2,0,3,2,1,1,1,0,0
2,0,0,80.0,7,4,1,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,1
2,0,0,80.0,7,2,0,0,21,1,0,1,0,0,2,0,3,2,1,0,0,1,1
2,0,0,55.0,7,0,1,0,21,1,0,1,0,0,2,0,3,2,1,0,0,0,0
2,0,0,55.0,7,1,0,0,21,1,0,1,0,0,2,0,3,2,1,1,0,0,0
0,0,0,55.0,14,0,1,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,0,1
0,1,0,80.0,10,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,0,1
0,1,0,80.0,10,2,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
0,1,0,80.0,14,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
0,1,0,80.0,14,1,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
0,1,0,80.0,18,0,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
0,1,0,55.0,14,2,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
0,2,0,80.0,10,0,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
0,2,0,80.0,10,2,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
0,2,0,80.0,10,3,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
0,2,0,80.0,14,0,1,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,0,1
0,2,0,55.0,14,0,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
0,2,0,55.0,18,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
1,0,0,55.0,18,3,1,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,1,1
1,0,0,55.0,18,4,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
1,0,0,80.0,18,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,0,0
2,0,0,55.0,7,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,1,0,1
2,0,0,55.0,7,3,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,1,0,0
2,0,0,80.0,7,4,1,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,1
2,0,0,80.0,7,2,0,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,1,1
2,0,0,55.0,7,0,1,0,31,2,1,5,0,62500,0,1,2,1,1,0,0,0,1
2,0,0,55.0,7,1,0,0,31,2,1,5,0,62500,0,1,2,1,1,1,0,0,0
